author,book_url,flowers,image_urls,images,monthly_clicks,rating,rewards,summary,tags,title,word_count
一生要强的波爷,https://b.faloo.com/1475678.html,2609,http://img.faloo.com/Novel/332x470/1/1581/001581680.jpg,full/001581680.jpg,月点击：754084,8.8,100,"【飞卢小说网独家签约小说：家父赵立春：军火大亨带飞汉东！】
重生赵瑞明，我的父亲是汉东省一把手赵立春。
出国五年，我混成了军火大亨。
那年，华夏改革开放有序推进，一切为经济建设让路，无数军工项目纷纷下马，造火箭不如卖茶叶蛋。
那年，鹰酱和毛熊带着小弟在国际上龙争虎斗，却不知几年后，毛熊将会分崩离析，华夏压力直接拉满，武器用时方恨少！
赵瑞明：汉东省要坚持半军半民军民融合，在军事上以顾客为上帝，在民用上坚守军工品质。
赵立春：我赞同
赵瑞龙：我赞同我哥！
祁同伟：我赞同赵公子！
侯亮平：求求你们，把枪放下，我赞同赵公子！
“内螺纹钢管？易燃易爆煤气罐？旋翼三蹦子？多管消防火箭炮？皮卡大口径催雨高炮？履带式拖拉机？巡航自毁航模？”
“你管这叫民用产品？兔子，你不讲武德！”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,都市,斗争",家父赵立春：军火大亨带飞汉东！,字数：28万
陈少,https://b.faloo.com/1427610.html,179181,http://img.faloo.com/Novel/332x470/1/1365/001365137.jpg,full/001365137.jpg,月点击：755105,9.5,9640,"【飞卢小说网独家签约小说：岳不群：都修仙了，还当什么盟主】
养吾剑法，养着养着，养出了浩然剑意。
紫霞神功，悟着悟着，悟出了呼云唤雨术。
甚至连小时候玩的弹弹珠，弹着弹着，弹成了天下溪神指。
若是这样也就罢了，岳不群看着越成熟越粘人的宁中则，跟婠婠如同姐妹的祝玉妍，一心只想给自己生孩子的林诗音……
岳不群陷入了沉思。
他以前嫉恨曹贼，结果现在自己成了曹贼。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,同人,无系统",岳不群：都修仙了，还当什么盟主,字数：228万
裴剑仙,https://b.faloo.com/1428958.html,431490,http://img.faloo.com/Novel/332x470/1/1365/001365853.jpg,full/001365853.jpg,月点击：755460,9.9,12.4万,"【飞卢小说网独家签约小说：足球：神级中场！皇马巴萨馋哭了】
苏临风穿越了！
这一世他成为了双国籍华裔小将，开局因不满足协黑暗，暴揍国青领队而被国足封杀！
回到西班牙，又被巴萨无情抛弃，侮辱甩卖！
灰暗时刻！
苏临风系统加身！“上帝视角”开启！
满级视野！满级传球！中场大师巅峰模块！
还有数不清的超级巨星模板！
让他一跃成为足坛史无前例的神级中场！！
齐达内汗颜，皮尔洛自愧不如，哈维直呼“既生维，何生苏”！
苏临风开始屠戮欧洲足坛，所到之处寸草不生！
金童奖，金球奖，助攻王，金靴，欧洲杯，世界杯...
苏临风全都要！
梅西：如果苏愿意回到巴萨...我会主动让出10号球衣
c罗：我在苏面前，永远是小小罗！
穆里尼奥：毫无疑问，苏是历史最强10号！梅西？他比不上苏一根汗毛！
巴萨：当年是我有眼无珠，苏临风原谅我们吧...
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,热血,美女",足球：神级中场！皇马巴萨馋哭了,字数：191万
菜菜菜菜菜,https://b.faloo.com/1470551.html,12340,http://img.faloo.com/Novel/332x470/1/1573/001573825.jpg,full/001573825.jpg,月点击：755695,9.6,400,"【飞卢小说网独家签约小说：娱乐：一米小侏儒，强开杨蜜白露】
陈星穿越平行世界，变成了一个身高一米的小侏儒。
送外卖过程中遇上被下药的杨蜜，果断推倒并录像，反手敲诈两千万。
甚至还得到了播种系统。
只要在优质女人身上播种，就会得到不同程度的加强。
【在杨蜜身上获得身高种子，浇灌一次身高1，并获得满级导演能力。】
【浇灌张天艾成功，英俊1】
从此娱乐圈出现了一个天才侏儒导演，专门培养大长腿女明星。
杨蜜：谁说他不高？他高的地方你们不知道。
张天艾：人小鬼大的陈导经常指导我的演技。
白露：陈导的身高不高，但尺度够大啊。
热巴：谁说陈导矮？他在我心里像爸爸一样高大。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","娱乐,明星,都市",娱乐：一米小侏儒，强开杨蜜白露,字数：57万
道号灵宝,https://b.faloo.com/1369377.html,111868,http://img.faloo.com/Novel/332x470/1/1070/001070667.jpg,full/001070667.jpg,月点击：755770,9.9,2.1万,"【飞卢小说网独家签约小说：玄幻：开局觉醒SSS级提取天赋】
穿越到玄幻世界的江枫，拥有SSS级提取与顿悟两种天赋，世间功法他一看就悟，神兵与宝物一摸就能随机提取！
随机提取绝世天骄，根骨800，武道资质提升！
随机提取古剑铁马冰河，获得玄冰剑意！
随机提取一页剑道残篇，获得天阶剑术！
随机提取太古帝剑，获得灭世剑域！
.......
他能提取一切！
包括提取万界仙佛与诸天神魔！
终有一日，江枫站在岁月长河之上，面对大道。
随机提取天地大道，获得大道法则！
从此，江枫开始了无限收割之路.....
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,美女,玄幻",玄幻：开局觉醒SSS级提取天赋,字数：564万
红莲,https://b.faloo.com/1460889.html,81315,http://img.faloo.com/Novel/332x470/1/1579/001579311.jpg,full/001579311.jpg,月点击：756272,9.4,1.2万,"【飞卢小说网独家签约小说：盘点三部曲，大帝寿命只有万年？】
江城穿越玄幻世界，加载视频网站，网站连接无数动漫世界。
视频网站内各个角色都在争论哪个世界最强，哪个世界至强者能力有多变态！
如欢愉星神笑声便可撕裂宇宙，湮灭一切的虚无星神！
此外还有龙珠至高神全王，一念抹除十二宇宙，亦有超级神龙一念间复原一切！
更有鹿目圆神、焰魔这等无限多元宇宙级，而这些存在都有令人羡慕的伟力，如复活、毁灭、永生不死等！
但随着江城的视频发布..
万界傻眼了，破坏神、众星神不敢置信，能压制他们的大帝，寿命居然只有一万年？
全王、大神官呆滞，你敢信多元级仙王，居然连过去未来都不敢轻易插足，更会因此被因果湮灭！
更让众至高想不到的是...
同为无限多元，仙帝也不敢干涉过去未来，而凌驾于众多至高之上的祭道之上，居然会得抑郁症？
这一刻，万界认知被颠覆了！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","万界,盘点,曝光",盘点三部曲，大帝寿命只有万年？,字数：115万
各种控,https://b.faloo.com/844627.html,7983874,http://img.faloo.com/Novel/332x470/0/840/000840433.jpg,full/000840433.jpg,月点击：756495,10,131.2万,"【飞卢小说网独家签约小说：废墟求生：我能让万物无限进化】
牧良穿越到一个废墟世界。
这个世界的大地已经失去生机，变成一片废土，水源被污染，天空被尘埃遮挡，不再有阳光照下。
幸存的人类，面临着来自食物短缺、恶劣环境、变异**……各种致命危机。
牧良刚好觉醒了特殊天赋，吸收能量获得进化之力，能让万物超脱自身极限进一步升华进化。
一株小树苗，得到进化之力，无限进化成遮天蔽日般的世界树。
一只小陆龟，无限升华进化成玄武，背负着世界树而行。
一只小蜘蛛，进化成白丝邪神？能操控着万物命运线？
牧良：“我拥有大陆般巨大的玄武，又拥有操控天气的世界树……自成一国。”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,后宫,末日",废墟求生：我能让万物无限进化,字数：909万
黄金剑狮,https://b.faloo.com/1457734.html,138814,http://img.faloo.com/Novel/332x470/1/1556/001556612.jpg,full/001556612.jpg,月点击：756555,8.4,7.6万,"【飞卢小说网独家签约小说：NBA：开局交易大鲨鱼奥尼尔】
秦川穿越来到平行世界，获得【NBA交易球星返利】系统。新手大礼包：系统合法手段买下奥兰多魔术队，成为魔术队老板。
【NBA交易球星返利】：交易球队中的准全明星球员（S级），宿主获得5倍现金返利（以股市.期货得到合法收入）
【NBA交易球星返利】：交易球队中的全明星球员（S级），宿主获得10倍现金返利（以股市.期货得到合法收入）
【NBA交易球星返利】：交易球队中的飞卢级球员（SS级），宿主获得50倍现金返利（以股市.期货得到合法收入）
【NBA交易球星返利】：交易球队中的大师级球员（SS级），宿主获得100倍现金返利（以股市.期货得到合法收入）
秦川看着新秀合同到期的大鲨鱼，不由得生出一个大胆念头.....
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","明星,NBA",NBA：开局交易大鲨鱼奥尼尔,字数：123万
皇极惊世典,https://b.faloo.com/1462799.html,205004,http://img.faloo.com/Novel/332x470/1/1563/001563685.jpg,full/001563685.jpg,月点击：757414,9.1,3176,"【飞卢小说网独家签约小说：崩铁开旅社：开局带七神游仙舟】
穿越到崩铁世界，叶白得到了超次元旅行社，带着不同世界的人去不同世界旅行。
叶白：“这里就是这个世界最著名的景观，庇尔波因特，星际和平公司所在，那个打灰的，就是存护星神……”
钟离：“我明白了一切，这就是存护的真谛！”
叶白：“这就是月球，地球之神琪亚娜安睡之处……”
琪亚娜：“喂，说得像我死了一样，我只是睡着了，又不是死了！”
叶白：“这里就是前文明逐火十三英桀的总部……”
爱丽希雅：“也就是说，我成功了……”
叶白：“这里也是月球，是大筒木辉夜姬的封印之地……”
纲手：“所以，忍术是外星科技？”
叶白：“这里是哥谭，这个世界的罪恶之地……”
蝙蝠侠：“可以将这些犯人流放到其他世界吧……”
叶白：“这里是罗辑与三体人对决之地……”
罗辑：“哎，人类还是灭亡了……”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","搞笑,二次元,娱乐",崩铁开旅社：开局带七神游仙舟,字数：86万
超短裙迷眼,https://b.faloo.com/1475586.html,11656,http://img.faloo.com/Novel/332x470/1/1583/001583420.jpg,full/001583420.jpg,月点击：757417,9.9,1688,"【飞卢小说网独家签约小说：娱乐：魅魔导演，拍仙剑玩嗨四美】
重回02年，开局享受郭碧亭服侍，入学北电，成为刘艺菲同学。
李存远长相俊美如魅魔，引发全校轰动。
大一拍摄《活埋》出道，引发批判霉国战争犯热潮，上演小成本高票房奇迹，豪取数千万票房！
拍《仙剑奇侠传》成为一代人经典，并捧红仙剑四美。
无数佳片电影、票房奇迹、收视冠军出自他手，国产导演之光。
在港岛自傲看不起内地电影时，他的出现狠狠打了港岛一脸。
王祖仙、李加欣、关枝琳、周惠敏等熟女为他痴狂，管鲍之交。
千禧初当红的张泊芝、周讯、赵微、孙雁姿，为他油嘴滑舌。
内娱席卷时，刘天仙、杨蜜、范姐、高媛媛、黄圣衣、刘滔、刘师师，为他腰肢上下摇摆。
天仙妈：“李导，灌太满了……我当初就知道你才华横溢的……”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","娱乐,明星",娱乐：魅魔导演，拍仙剑玩嗨四美,字数：24万
物事人非,https://b.faloo.com/1460674.html,37202,http://img.faloo.com/Novel/332x470/1/1560/001560671.jpg,full/001560671.jpg,月点击：757826,9.7,2864,"【飞卢小说网独家签约小说：民国：校长逆子，开局组建合成旅】
穿越民国，成为国府军总裁光头次子。
内有四大家族为首的蛀虫祸国殃民，外有东洋小鬼子侵略大夏。
与身为“微操大师”的便宜父亲矛盾重重，随母姓改名毛致远的常家二公子掌控西域。
开采煤矿、铁矿、石油……
打造全体系重工业体系……
组建大夏合成旅……
淞沪会战结束、鬼子自以为击败大夏国德械师之后，已无对手之际。
大夏合成旅横空出世，碾压东洋！
老牌列强纷纷为之颤抖，世界新秩序重塑，毛致远带领除去毒瘤、获得新生的大夏。
主宰五大洲，七大洋，重回世界之巅！
……
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","抗战,民国,二战",民国：校长逆子，开局组建合成旅,字数：116万
每天睁眼都欠账,https://b.faloo.com/1454278.html,107440,http://img.faloo.com/Novel/332x470/1/1558/001558437.jpg,full/001558437.jpg,月点击：758529,9.8,2276,"【飞卢小说网独家签约小说：四合院：从黑皮巡警开始】
东直门、南锣鼓，小巷里面故事多；
四合院、轧钢厂，故事里面人心诡；
绝户坟、寡妇门，怨女痴男话闲谈。
金也好、银也好，有爹有娘才是宝；
爹也好、娘也好，儿女孝顺享安乐；
情也好、禽也好，良心藏在肚子里。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","斗智,影视,社会",四合院：从黑皮巡警开始,字数：52万
