author,book_url,flowers,image_urls,images,monthly_clicks,rating,rewards,summary,tags,title,word_count
梦想是兰博基尼,https://b.faloo.com/1475378.html,4868,http://img.faloo.com/Novel/332x470/1/1581/001581359.jpg,full/001581359.jpg,月点击：720103,9.9,100,"【飞卢小说网独家签约小说：盘点型月超标怪，开局金闪闪社死】
神秘天幕降临型月世界，盘点型月世界观中各大超标英灵。
【卫宫巨侠】
为妹一夜打穿圣杯战争！贴脸借EA，盖提亚看了都要哭！
【人类恶·咕哒子】
手撕所罗门！为了原创从者，luo身浴黑泥，黑泥反而更黑了，直接成为“人类最古之恶”
【冠位魔术师·吉尔伽美什】
开局一把斧，砍穿古巴比伦！所罗门看了也要哭！
【迦勒底魅魔·藤丸立香】
盾外四女友，根源之下，没有我搞不定的英灵！
……
随着一个个超标怪英灵被曝光，整个型月世界都绷不住了！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,曝光,直播",盘点型月超标怪，开局金闪闪社死,字数：32万
年年年年年,https://b.faloo.com/673983.html,6997773,http://img.faloo.com/Novel/332x470/0/496/000496008.jpg,full/000496008.jpg,月点击：720218,9.9,87.3万,"【飞卢小说网独家签约小说：娱乐：明星逃亡365天】
智商高达144的苏晨穿越到了平行世界。
发现自己刚刚穿越过来，就和杨桃，丫丫，古丽娜等六个明星，两个素人成为了一款逃亡类直播综艺节目的嘉宾。
在节目之中，所有的明星都将作为真正的通缉犯被追捕，节目组原本想要通过这个节目告诉观众，作为一个通缉犯，将会生活在什么样的压抑和恐惧之下。
杨桃：“我天，我天，我天，苏晨，你给追缉组一点面子好不好？”
丫丫：“可怕，苏晨这个男人的完全就是智商碾压啊！”
古丽娜：“喜欢这样的男人好惨，他要是想出轨，我连毛都摸不到啊……”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","天赋,天使,天可汗",娱乐：明星逃亡365天,字数：455万
天榜了如何呢,https://b.faloo.com/1475928.html,12350,http://img.faloo.com/Novel/332x470/1/1582/001582211.jpg,full/001582211.jpg,月点击：720634,9.5,1400,"【飞卢小说网独家签约小说：综漫：玩坏紫阳花向日葵七尾茜】
林夜穿越到混合的综漫世界
本以为要低调过日子，避开牛的降临
结果激活系统，开启了逆转人生
开局获得里男主体质，拥有无限火力
于是......
紫阳花：夜君真的太强了，我不是对手！
向日葵：夜君，无以为报，请让我做你一个月的秘书吧！
七尾茜：夜君谢谢你救了我，让我好好的报答你吧！
霞之丘诗羽：喂！那是最后一条黑丝了，别撕烂了！
英梨梨：才，才没有喜欢夜君呢！只是想找画本子的灵感而已！
本书又名《关于我在二次元收集美人图鉴这件事》
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","成长,二次元,综漫",综漫：玩坏紫阳花向日葵七尾茜,字数：18万
我是武林高手,https://b.faloo.com/1458668.html,119146,http://img.faloo.com/Novel/332x470/1/1559/001559368.jpg,full/001559368.jpg,月点击：720642,9.9,2.6万,"【飞卢小说网独家签约小说：同时穿越：我能变强全靠我自己】
当泥头车朝着自己冲过来的时候，路克就知道自己可能是要穿越了，但他没想到自己的穿越居然会这么的与众不同。
本来以为只是穿越了一个世界，但当在梦中看到另一个自己的时候，路克就知道事情没那么简单了。
一人路克：一人之下，一人一下。
火影路克：用不完，查克拉多的根本用不完。
武侠路口：打架就打架，搞那么多花里胡哨的干什么，你招式再华丽，也挡不住我一拳啊！
美漫路克：首先能登上神王之位，我要感谢诸天万界的每一个我，都是靠着“我”自己的努力，才能做到拳打灭霸，脚踢多玛姆，登上众神之王的位置。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,二次元,武侠",同时穿越：我能变强全靠我自己,字数：57万
一条咸鱼,https://b.faloo.com/458170.html,767745,http://img.faloo.com/Novel/332x470/0/184/000184169.jpg,full/000184169.jpg,月点击：720845,10,67.9万,"【飞卢小说网独家签约小说：红警无敌】
薛霖带着红警系统穿越到刚沦陷的北境。
此时，倭寇入侵，北境沦陷。
面对如狼似虎的入侵者，薛霖左手无限资金，右手任务抽奖，脚踢倭寇，拳打侵略者！于乱世中崛起！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。",爽文,红警无敌,字数：921万
妙笔生光,https://b.faloo.com/1466591.html,5807,http://img.faloo.com/Novel/332x470/1/1568/001568498.jpg,full/001568498.jpg,月点击：721154,9.9,1300,"【飞卢小说网独家签约小说：一人：符道成仙，震惊老天师】
张道玄穿越一人世界，成为龙虎山弟子。
本以为这就是天胡开局，没想到又激活了符仙系统，只要画符就能获得奖励。
入门考核中，他以一张悟道符开启顿悟，将龙虎山心法推陈出新，震惊老天师。
此后，他更是一发不可收拾，画出了无数逆天符箓，震惊异人界。
张灵玉：绝缘符什么鬼？我的雷法废了？
田晋中：有了道玄的闭口符，我终于可以睡个好觉了！
张楚岚：不知道师兄的神剑符，能不能助我杀穿罗天大醮？
冯宝宝：只要你给我一张前尘符，我什么都答应你！
夏禾：你这反射符也太变态了？糟糕！能力反噬了！
十佬：我们修炼了这么多年，还不如张道玄的一张符？
陆瑾：求求你，收下通天箓吧！
老天师：龙虎山最大的幸事，就是收了道玄！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","升级练,修真,都市",一人：符道成仙，震惊老天师,字数：49万
阿蒙神,https://b.faloo.com/1474001.html,23971,http://img.faloo.com/Novel/332x470/1/1578/001578777.jpg,full/001578777.jpg,月点击：721439,8.7,1688,"【飞卢小说网独家签约小说：闭关二十年天下无敌加入聊天群】
穿越综漫世界后觉醒天道勤酬系统，闭关苦修二十年后牧尘自认为已经天下无敌，正准备出山大显身手之时，意外加入聊天群。那着故事不就开始了吗？
作者已经有两本完本作品，完本有保证，保证无毒，有毒请用力喷！
新书启航，请新老读者老爷们多多支持拉！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,综漫,万界",闭关二十年天下无敌加入聊天群,字数：31万
圳爷饶命,https://b.faloo.com/1451576.html,128581,http://img.faloo.com/Novel/332x470/1/1562/001562863.jpg,full/001562863.jpg,月点击：721908,9.7,2.1万,"【飞卢小说网独家签约小说：兵谏小诸葛，制霸东南亚】
穿越1949，苏文圳成为桂系钢铁王牌第七军一名师长。
面对六十万大军的滔天攻势，投降还是被歼？
苏文圳表示：我腿长，能跑。
于是乎，悍然发动军事政变，扣押白崇禧，率领五大兵团转进如风，杀入东南亚。
一下子从王者局来到了青铜局。
苏文圳表示，还有点不**惯了，原本被虐，如今却成了虐菜。
横扫驻越法军，荡平南越伪军，先后拿下越、柬、老三国，称霸中南半岛。
继而向西进攻溙、缅等国，控制马六甲海峡，建立庞大的大周帝国。
与龙国合作，参与援朝作战，发起S3大战，中东，北非，东欧，全部驻军。
率领三百万大军入侵北美，打的美帝东躲西逃，首都搬迁到西部沙漠。
苏文圳：一不..
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","争霸,都市,铁血",兵谏小诸葛，制霸东南亚,字数：111万
江月夜,https://b.faloo.com/1457067.html,80973,http://img.faloo.com/Novel/332x470/1/1555/001555537.jpg,full/001555537.jpg,月点击：721917,9.9,10.3万,"【飞卢小说网独家签约小说：四合院：从照顾小姨子开始】
穿越到那个物质匮乏的年代，因深夜小树林帮了俏媳妇一个难以启齿的忙，王强获得助人为乐系统，别人还吃不上饭时，王强就已成了万元户，小日子过的相当滋润。
有了生活的保障后，王强娶了村里最漂亮的姑娘秦雪茹，秦雪茹是秦淮茹的堂姐，秦雪茹父母意外亡故，撇下三个女儿，王强娶了秦雪茹还要负责起照顾两个小姨子的义务。
大家伙都道他傻，笑他娶了个累赘，却不知王强乐在其中，每天被三个美女环绕服侍的幸福与快乐，
曾悔婚王强嫁进城里的秦淮茹每次回娘家省亲，不是和堂姐比婆家，就是嘲笑王强窝囊穷，只是很快，她便笑不出来了，因为她发现堂姐家的生活越来越好，不光吃的饱穿的暖，还盖了让城里人都羡慕的大房子……
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","四合院,暧昧,乡村",四合院：从照顾小姨子开始,字数：74万
寄帖,https://b.faloo.com/1362962.html,306447,http://img.faloo.com/Novel/332x470/1/1063/001063704.jpg,full/001063704.jpg,月点击：722234,9.5,4288,"【飞卢小说网独家签约小说：四合院：开局就带妹妹跑路】
何雨柱一朝穿越到情满四合院的世界成了主角傻柱，他发现此时父亲何大清已跟寡妇跑路保城半年之久，而原主也还没有进入日后的红星轧钢厂工作。
同时，何雨柱也发现，这个时候的四合院里，虽然诸多禽兽都在，但由于贾东旭这个关键人物还活着，易中海等人还没有像原剧中那样开始算计何雨柱，这让何雨柱意识到这个时候正是拜托傻柱命运的最佳时机。
可何雨柱也明白，若是自己继续留在四合院，那日后还是避免不了被易中海等人算计，他并不想让自己日后的人生都浪费在跟院里禽兽的算计上，当即就决定远离四合院这个是非之地。
最后，通过系统挣到第一笔钱的何雨柱立马就悄悄在外面买了一套四合院，在易中海等人还没察觉到的时候就带着妹妹何雨水彻底搬离了“禽满”四合院。
与此同时，何雨柱发现这个世界并不单单是四合院的世界......
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","穿越,同人,四合院",四合院：开局就带妹妹跑路,字数：156万
一叶知秋_,https://b.faloo.com/1470987.html,28838,http://img.faloo.com/Novel/332x470/1/1574/001574206.jpg,full/001574206.jpg,月点击：722372,9.7,1000,"【飞卢小说网独家签约小说：洪荒：大道青莲，从紫霄听道开始】
一个后世之魂，偶然间来到了鸿蒙混沌未现的虚无之时，成为了大道青莲。
历经无数个无量量劫的修炼，玄宸与开天之时化形，于洪荒之中建立道场。
终于，某一日有鸿钧声音传遍诸天，紫霄宫开讲。
这时候，玄宸才明白，原来鸿钧竟然是道之显化。
这个洪荒跟自己所了解的有些出入，反倒是像神话世界。
不过这个洪荒倒是更符合玄宸心中的洪荒。
证道混元，永享逍遥。
一切都要从紫霄听道开始！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","洪荒,西游,神话",洪荒：大道青莲，从紫霄听道开始,字数：34万
风筝21,https://b.faloo.com/995657.html,1267202,http://img.faloo.com/Novel/332x470/0/838/000838314.jpg,full/000838314.jpg,月点击：722437,9.9,24.5万,"【飞卢小说网独家签约小说：谍战：最强特工，我成了军统信仰】
一朝穿越，苏卫穿越到由风筝、伪装者、风声、潜伏等等谍战融合的世界，成为了军校学生，和明台、于曼丽成为同学。
毕业后，苏卫奉命潜伏回魔都重建军统魔都站。
于是魔都便出现了令日伪特务闻风丧胆的代号：幽冥和801。
郑耀先：“苏卫的强大超出我的想象，没想到他是自己人。”
明家三兄弟：“幽冥才是军统特工之王。”
南造云子：“没想到幽冥和801居然是同一个人，我死而无憾。”
土肥圆：“战争可以输，幽冥必须死。”
戴老板：“幽冥军功赫赫，一人可抵千军万马，委员长盛赞啊！”
杀汉奸、除日寇、窃情报……苏卫完成了一次又一次不可能完成的任务，已经成为了军统的信仰。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,热血",谍战：最强特工，我成了军统信仰,字数：695万
大秦求生,https://b.faloo.com/1335376.html,463149,http://img.faloo.com/Novel/332x470/1/1033/001033604.jpg,full/001033604.jpg,月点击：722461,9.7,34.1万,"【飞卢小说网独家签约小说：四合院，52开局，悟性逆天】
李平安穿越来到52年，这里是四合院世界。
前身父母双亡。
无儿无女的大伯在四九城病危，李平安来到了四九城，获得系统空间和逆天悟性。
所有的知识和技能。
只要稍微上手，就能快速掌握精通。
随着技能等级的提升，系统空间也能无限扩大，慢慢成为了另外一个世界。
到了四九城。
四合院中还是那些禽兽。
不过，这一年贾东旭还没死，何大清还没走，秦淮茹也还没嫁到贾家……而且这时候还是军管，年底开始成立地方政府。
只有李平安知道历史走向。
在这里，他注定成为时代的弄潮儿。
李平安还发现。
这里不光是四合院世界。
大前门那里，有个裁缝铺老板叫陈雪茹，还有一个大前门小酒馆……
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","系统,同人,四合院",四合院，52开局，悟性逆天,字数：374万
莫名小许,https://b.faloo.com/1395877.html,1016354,http://img.faloo.com/Novel/332x470/1/1375/001375910.jpg,full/001375910.jpg,月点击：722655,9.8,2.7万,"【飞卢小说网独家签约小说：抗战：悟性逆天，从士兵开始崛起】
苏阳一朝穿越抗战时期，响应号召应征入伍，成为一名新兵。
觉醒悟性逆天天赋！
“为了杀鬼子，你练习枪法、搏杀...厚积薄发，获得战神之名。”
“为了晋当好指挥员，你学习孙子兵法，融会贯通，成就在世诸葛亮。”
“为了解决火力不足，你学习军工知识，一步步带领我军军工发展。”
“为了...”
老总：谁敢横刀立马，唯苏将军是也！
大老总：得此良将，华夏势必崛起！
小日子：帝国亡，皆因苏阳。
苏国：想到8路会崛起，却没想到不但后来居上，而且还超越了。
鹰酱：半岛战争让多见识到谁才是列强。
苏阳：新仇旧恨是时候清算了。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,热血,争霸",抗战：悟性逆天，从士兵开始崛起,字数：299万
穷死了111,https://b.faloo.com/1466511.html,15468,http://img.faloo.com/Novel/332x470/1/1568/001568414.jpg,full/001568414.jpg,月点击：722708,9.6,500,"【飞卢小说网独家签约小说：黑丝小妈跳钢管舞，我真顶不住了】
本书又名：小妈，我现在火气很大啊，小妈半夜敲门，让我上全垒？
苏阳穿越平行世界，并且激活了系统，只要和美女互动就能解锁各种黑科技。
开局抓到小妈把柄，直接威逼利诱，疯狂力挺。
苏阳：小妈你也不想此事被我爸知道吧？我现在火气很大，我让你把头发盘起来啊！
单身少妇濒临破产，半夜敲门求助？
苏阳：听说你以前是学瑜伽的？那你肯定会一字马了？今晚来我房间，我们玩一下俄罗斯方块。
诺干年后，当苏阳被授予国士无双，无数记者纷纷采访，想要知晓他为何能有如今的成就时，苏阳一脸笑意的看了看身后。
小妈，少妇，御姐，萝莉，校花，阿姨...
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,都市,暧昧",黑丝小妈跳钢管舞，我真顶不住了,字数：56万
三月流年,https://b.faloo.com/922813.html,3282527,http://img.faloo.com/Novel/332x470/0/804/000804145.jpg,full/000804145.jpg,月点击：723211,10,85.6万,"【飞卢小说网独家签约小说：开局：星际女兵迎接首位男舰长】
孙贺穿越之后成为一支只有女兵的星际舰队首位男舰长。
糟糕落后的星舰，贫乏的生活环境，以及舰队即将解散的困境。
没有星舰？
那咱们自己造！
从星际护卫舰到星际驱逐舰还有星际战列巡洋舰，缺什么造什么。
巨舰巨炮的星际战列舰，入场即是杀戮的！
还有率领无人机**和星际战机驰骋星海的星际航母星舰！带你品味绝望。
已知宇宙现在正在研究的是T4科技？不好意思，我们刚刚服役了十艘T4科技星舰。
生活环境？
咱们青鸢舰队的女兵待遇，现在全星系最好。
一日五餐，管饱。
减肥什么的不允许！
女兵：呜呜呜，服役三个月，我胖了三斤了。
（简介无力，请看正文）
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,穿越,热血",开局：星际女兵迎接首位男舰长,字数：435万
宅大人,https://b.faloo.com/701904.html,1837510,http://img.faloo.com/Novel/332x470/0/509/000509837.jpg,full/000509837.jpg,月点击：723438,10,32.8万,"【飞卢小说网独家签约小说：神奇宝贝：牵绊智爷】
当小智的喷火龙，能够像甲贺忍蛙那样，牵绊进化！
张开火焰的龙翼，书写新的智爷传奇
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","同人,二次元,宠物小",神奇宝贝：牵绊智爷,字数：1165万
真正的鳗,https://b.faloo.com/1355367.html,250470,http://img.faloo.com/Novel/332x470/1/1057/001057128.jpg,full/001057128.jpg,月点击：723843,9.8,1.2万,"【飞卢小说网独家签约小说：直播崩坏，直播到崩坏世界去了】
m小哥直播崩坏，从零开始入坑这款听说很甜的游戏。
第一，剧情十分温馨。
第二，非常正能量。
第三，剧情积极向上。
这可不得好好入坑体验一波？
与此同时，在崩坏世界，还在为a级女武神理论考核而苦恼的琪亚娜发现。
手机上竟然多出一个直播间，上面写着萌新入坑崩坏三……
此后，随着m小哥游玩剧情的深入。
女王降临、最后一课、天使重构、天穹流星、薪炎永燃、阿波卡利斯如是说、因你而在的故事……
一幕接着一幕，在琪亚娜的手机上播放出来。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,同人,直播",直播崩坏，直播到崩坏世界去了,字数：582万
老白杆,https://b.faloo.com/1452233.html,43910,http://img.faloo.com/Novel/332x470/1/1550/001550536.jpg,full/001550536.jpg,月点击：723880,9.8,3988,"【飞卢小说网独家签约小说：影视：每日福利，做人生赢家】
穿越到了都市影视世界，成年当日恢复了前世记忆。
还绑定了可每日领取福利的金手指，每日最少都有一千万的现金入账。
此外还有各种房产、股份、黑科技、丹药、技能等....
依靠每日福利，苏白过上了前世梦寐以求的生活...
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,都市,影视",影视：每日福利，做人生赢家,字数：96万
兰陵小聲,https://b.faloo.com/1466409.html,56524,http://img.faloo.com/Novel/332x470/1/1568/001568276.jpg,full/001568276.jpg,月点击：726854,9.7,4576,"【飞卢小说网独家签约小说：人在魔童，激活最强收徒系统】
看个电影，苏哲也能穿越。
还来到了哪吒魔童世界！
不慌不慌，最强收徒系统来了。
只要收下天资俱佳的徒弟，苏哲就可以获得各种奖励。
苏哲：哪吒，为师的规矩只有一条，我命由我不由天，你记住了么？记住了就去把玉虚宫拆了吧。
苏哲：泼猴，日后你惹出了事端，就将为师的名号告诉旁人，想来应该没有谁会不给为师这个面子。
苏哲：杨戬，这把盘古斧拿着，去把那山给劈了！”
苏哲：今日我来这里，是想和诸位圣人讲一讲，这世间的道理。如若诸位不愿意听，那么我也有一些物理的道理可以和几位聊聊。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","搞笑,修真,洪荒",人在魔童，激活最强收徒系统,字数：60万
止戈为武,https://b.faloo.com/735217.html,785382,http://img.faloo.com/Novel/332x470/1/1103/001103510.jpg,full/001103510.jpg,月点击：726879,9.9,277.1万,"【飞卢小说网独家签约小说：武侠：开局领悟九阴真经】
方秦穿越了！带系统的那种！
恰逢全息虚拟现实游戏【第二世界：武侠】开启！
正当他隐隐觉得这个游戏不简单之时，
“叮，收录世界坐标......”
“？？？”
......
【九阴真经】+【九阳真经】=？？？
【龙象般若功】+【铁布衫】+【金钟罩】+【十三太保横练】=？？？
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","系统,同人,升级练",武侠：开局领悟九阴真经,字数：380万
乌拉甜瓜,https://b.faloo.com/1441687.html,613630,http://img.faloo.com/Novel/332x470/1/1470/001470221.jpg,full/001470221.jpg,月点击：726885,9.8,1.5万,"【飞卢小说网独家签约小说：超神：震撼诸神，我即为英灵座】
程阳穿越到超神宇宙，成为综网玩家，从李书文开始，一步步容纳无数英灵概念于己身。
天使彦：“我可是第一个宣誓的，我就是大姐……咦，凯莎女王，鹤熙王你们怎么也……”
莫甘娜：“先是【太阳历石】，还用【炽焰·亦焚尽神灵】踩脸，淦！老娘又不是提妈！”
死神卡尔：“拥有幻体的我，为什么会有血条？是【告死天使】啊，那没事了。”
华烨：“道理我都懂，可为什么轮到我就是【闪耀于终焉之枪】？”
神圣凯莎：“终于等到你……”
天基王鹤熙：“别的先不管，把天使军团塞进你的理想乡什么鬼？”
PS：同人二创，相关设定以本书为主！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","超神,副本,天使",超神：震撼诸神，我即为英灵座,字数：79万
萌花饿虎,https://b.faloo.com/1455732.html,195439,http://img.faloo.com/Novel/332x470/1/1559/001559123.jpg,full/001559123.jpg,月点击：727131,9.9,6876,"【飞卢小说网独家签约小说：柯学：人在米花，我被她们养成了】
带着个坑货系统来到柯学世界，开局就把柯南坑去挖矿。
洛天怎么也想不到，自以为猎人的他，居然成了猎物。
小兰把他当成幸运星，园子把他当成潜力股，妃英理更是隔三差五就要找他打井……
本书又名：《人在柯学，开局把柯南卖去挖矿》，《为什么你们也有系统啊？》，《我是魅魔，但不是无情的打井机器！》
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","搞笑,二次元,养成",柯学：人在米花，我被她们养成了,字数：120万
三十五亩田,https://b.faloo.com/1471178.html,16473,http://img.faloo.com/Novel/332x470/1/1574/001574449.jpg,full/001574449.jpg,月点击：727185,9.6,3万,"【飞卢小说网独家签约小说：盘点诸天十大浩劫，红毛怪惊万界】
穿越到遮天世界，觉醒剪辑系统，剪辑的视频播放到诸天万界，反响越强烈，奖励越丰富。
开局便是盘点诸天十大浩劫。
第一劫：斗破宇宙，域外邪族。
第二劫：遮天宇宙，黑暗动乱。
第三劫：完美、圣墟宇宙，红毛怪、诡异一族！
........
当一个个浩劫出现在诸天万界前，所有生灵惊恐了！
唐叄：外面的世界太可怕了，我还是龟缩在神界吧！
萧炎：域外邪族也不过如此，红毛怪太恐怖了！
荒天帝：原来一切的源头，都是因为红毛怪吗？
诸天生灵：是不是强者不无聊，就没有那么多事了？
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,位面,洪荒",盘点诸天十大浩劫，红毛怪惊万界,字数：52万
老三上榜,https://b.faloo.com/1420741.html,1091338,http://img.faloo.com/Novel/332x470/1/1570/001570115.jpg,full/001570115.jpg,月点击：727245,9.8,26万,"【飞卢小说网独家签约小说：抗鹰前夕：国家紧急召我回国！】
哈工大学生江晨穿越1945年，成为一个赴美留学生，三年来他掌握了火箭，导弹，空气动力学等技术，并参与鹰酱多项武器研究。
1949年，兔子初立，百废待兴，兔子紧急召江晨回国。
在踏上祖国的那一刻，恰巧江晨觉醒了神级科研系统，于是开始助力兔子军工。
1950年，半岛战役爆发。
当兔子志愿军全副武装出现在抗鹰战场上，吊打鹰酱大兵，全世界震惊了：兔子成了第三帝国？
鹰酱：“法克，当初就不该放江晨回国……”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,热血,争霸",抗鹰前夕：国家紧急召我回国！,字数：237万
大肉大鱼,https://b.faloo.com/1016583.html,12559478,http://img.faloo.com/Novel/332x470/0/760/000760478.jpg,full/000760478.jpg,月点击：727315,10,168.3万,"【飞卢小说网独家签约小说：典藏华夏：我打造节目，对话古今】
苏晨穿越之后，发现自己居然成了国家队最年轻的主持人。
同时，上级决定让他打造一个对话古今的节目！
原本是要请演员来扮演古人，可是这个时候，系统激活！苏晨震惊的发现，原来他居然可以直接到场，并且采访到历朝历代所有真实的人物。
面对秦始皇，苏晨：“晚辈拜见，后世文同书，车同轨，万世昌盛！”
始皇震撼：“华夏现在可曾一体？”
苏晨抱拳慨然回答：“华夏自古就是一体！，天下一统，自秦王始”
始皇双眼含泪仰天大笑：“好好好！既如此，受万代唾骂残暴又如何！”
面对崇祯和歪脖子树，苏晨抱拳：“自明朝天子守国门以来，至今八百年，朝都依旧守国门！”
“朕虽死而无憾。”
崇祯大笑后释然上吊而死，残阳歪树葬帝王，场面何其凄凉！
节目直播之后，国民哗然震撼！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,穿越,都市",典藏华夏：我打造节目，对话古今,字数：511万
老老炮,https://b.faloo.com/1468453.html,14945,http://img.faloo.com/Novel/332x470/1/1571/001571040.jpg,full/001571040.jpg,月点击：727586,9.6,200,"【飞卢小说网独家签约小说：影视神豪:从祸害醉酒顾佳开始】
周易穿越影视综合世界，开局身无分文
好在遇到醉酒的顾佳投怀送抱，觉醒影视祸害系统后，他开始了和众多美女的快乐故事，享受纸醉金迷的生活。
顾佳：等一下，我老公呢？
黄芷陶：周老师，在办公室不可以哦
王漫妮：霸霸~我是最乖的
小梦：呼~乔卫东，我是跑步崴到脚了
许红豆：我这样做真的能治南星的病？
陈南星：红豆，好闺蜜一起来呀
栗娜：老板，工作都安排好了，是不是该聊点别的
黄橙子：周易，我们在一起是如此可爱
朱锁锁：要不我叫南孙一起？
......
世界很大，佳人不断~
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,都市,影视",影视神豪:从祸害醉酒顾佳开始,字数：64万
青锋剑在手,https://b.faloo.com/1444375.html,411880,http://img.faloo.com/Novel/332x470/1/1543/001543315.jpg,full/001543315.jpg,月点击：727591,9.8,2.3万,"【飞卢小说网独家签约小说：从陪读小妈开始的神豪后宫之路】
曹少阳重生了，重生在同名同姓平平无奇，凭亿近人的普通高三生身上，还附赠了一个给女人花钱就随机暴击返利的神豪系统。
陪读小妈，凭E近人的销售少妇，可人的校花们和她丰润的妈。
抖音的少妇还有快手抖身材的她！
这是一个励志开大车的少年，平平无奇的成长历程。
少妇才是真爱，当然偶尔曹少阳也不介意养几个年轻的小美女调剂下生活压力。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,娱乐,都市",从陪读小妈开始的神豪后宫之路,字数：128万
番茄是茄,https://b.faloo.com/1475863.html,3671,http://img.faloo.com/Novel/332x470/1/1582/001582089.jpg,full/001582089.jpg,月点击：727599,9.6,1100,"【飞卢小说网独家签约小说：盘点十大修炼体系，三部曲惊世】
诸天盘点开启，开局盘点十大修炼体系！
曝光武魂修炼体系，双神之战如同过家家！
曝光凡人修仙体系，凡人也可修仙！
曝光人体秘境修炼法，逆活九世，长生不朽，岁月不加身！
曝光仙古法，祭道之上震惊诸天！
……
随着盘点不断进行，多种多样的修炼体系展现在诸天生灵眼前，万界震撼！
唐叁：凭什么武魂修炼体系最弱？
韩立：境界相同，洪荒修炼体系竟凌驾在修仙体系之上！
荒天帝：祭道之上还不是终点？诸天万界竟还有先天五太修行体系！
诸天生灵：教练，我想学这个！
教练：滚！我也想学！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","位面,万界,盘点",盘点十大修炼体系，三部曲惊世,字数：31万
黑黑发黑,https://b.faloo.com/1364034.html,931527,http://img.faloo.com/Novel/332x470/1/1586/001586459.jpg,full/001586459.jpg,月点击：727698,9.6,229.3万,"【飞卢小说网独家签约小说：综漫群聊：爸爸活被雪乃报警！】
未明穿越综漫世界！
强迫少女媛交被雪乃报警。
反让报警的雪之下雪乃被吓到湿了胖次。
早坂爱遭遇到妖魔纠缠！英梨梨遭遇到恶灵袭击！
雪之下被卷入末日游戏！四宫辉夜体验人生模拟！
……
察觉世界末日就此展开！
被末日聊天裙邀请加入！
原神·芙宁娜：我，众水、众方、众民与众律法女王！
崩铁·三月七：本姑娘可是要拯救世界末日！
方舟·能天使：啊噗噜派！天意！摇滚！弹幕！过载！
崩坏·琪亚娜：本小姐叫白毛团子*履虫K423？
崩铁·银狼：我，星核猎手，只是想打游戏而已！
恶魔·玛奇玛：支配，你比我更强，所以我做*。
狐妖·涂山雅雅：我姐姐怎么睡在你床上？
主角·未明：咳，末日聊天裙的成员互帮互助很合理吧？
……
嗯，这是相亲相爱的末日聊天裙！！！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","同人,后宫,二次元",综漫群聊：爸爸活被雪乃报警！,字数：220万
